group,name,ID,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,frequency,duration
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,5,-0.17602656,1.729026513,-3.119216528,3.109068563,0.143784019,9.489379796,-2.084167879,313.3088681,99.04371038,71.83740478,4.532098062,711.8523993,0.039148936,0.476086957
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,6,0.174279788,1.657608687,-3.117170694,3.105245203,1.416319981,23.88722102,-24.8559482,310.421449,89.13069097,52.98136124,6.741642185,325.2121175,0.047659574,0.2175
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,7,-1.198122618,1.700952626,-3.140365304,3.140427735,0.252694786,15.71889017,-313.7617675,313.906006,84.93541084,67.59112612,1.67256821,448.8750712,0.036595745,0.557209302
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,8,-0.469643074,1.665460473,-3.127647981,3.108103324,-0.696859301,13.99351109,-311.7460557,3.583112812,283.6901956,195.4516116,6.957555263,835.7497846,0.016170213,0.527368421
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,9,-1.00003461,1.59082988,-3.112222411,3.133052581,-0.27204759,14.15793807,-311.1696728,3.373030999,256.2680983,183.6464762,7.864721464,869.6109422,0.02212766,0.373846154
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,10,-0.599537773,1.774048714,-3.088502,3.124174797,3.523445389,54.48792455,-261.8662393,312.1306643,116.2288877,71.22345538,11.04664212,372.502833,0.031489362,0.04972973
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,11,0.176930238,1.703831768,-2.984123488,2.968753348,-3.202958323,39.49496382,-306.0295287,299.183871,112.884397,65.33901486,4.596511506,392.627044,0.034893617,0.089756098
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,12,-0.43372597,2.033668873,-3.132395671,3.135126934,-3.711862668,34.22885741,-312.5101661,86.92740224,124.0015099,123.974023,5.80972372,842.2876778,0.030638298,0.225
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,13,-0.934329472,1.966179991,-3.139309519,3.137005207,-0.352877341,21.10327554,-313.8351985,313.6374167,84.99877429,54.81696114,1.876455891,400.1599257,0.016170213,0.698947368
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,14,-1.346261523,1.801422659,-3.135691486,0.986089946,-4.433439928,39.49244566,-312.8693202,2.055153869,175.6524302,77.99178207,9.76800987,349.7070625,0.002553191,0.42
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,15,-0.216265797,2.003004366,-3.127231609,3.138924201,-3.956534825,36.65214385,-313.0535149,9.556214348,110.267378,62.95122355,7.143387447,325.4152757,0.014468085,0.34
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,16,0.208661862,2.278316407,-2.905481358,2.397726063,-0.809205193,0.480972701,-2.01345531,-0.168808003,63.53997342,42.29130846,9.239346649,221.919641,0.001702128,0.7
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,17,-0.043588447,1.78025729,-3.101610107,3.066899209,-0.489728103,38.1404491,-311.4743281,296.8057295,123.721812,73.72712107,11.58678595,318.1912443,0.010212766,0.22
control,pre-induction_EPM_fixed_4_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,98,18,-0.671545501,2.280314604,-3.14128111,3.141115553,-0.252931913,25.46694496,-313.6812015,313.0402279,43.43397226,25.35529373,3.341504358,136.827619,0.007659574,0.675555556
