group,name,ID,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,frequency,duration
control,OFT_trial_5,102,8,-0.991293734,0.333628376,-2.167550682,-0.375638849,-0.447687771,1.402222363,-3.852297292,2.118690311,186.4691543,120.7083215,14.15734221,573.4541883,0.019559902,0.75
control,OFT_trial_5,102,9,1.024283944,2.005983268,-3.138909493,3.140469679,0.068930197,23.24292712,-313.8545243,313.7571865,148.2971817,125.0964099,1.183865392,635.5139801,0.036674817,2.662666667
control,OFT_trial_5,102,10,0.254728934,1.666993191,-3.140432885,3.132445679,0.039371971,15.16214704,-6.350070854,313.4795861,210.7438021,150.2255908,6.649744791,670.6582252,0.046454768,1.794736842
control,OFT_trial_5,102,11,0.261594237,1.632464921,-3.138737339,3.139734662,-0.408067169,10.17945285,-311.6457883,4.871962447,130.2090974,101.5457581,1.482034136,557.9804424,0.034229829,2.7
control,OFT_trial_5,102,12,1.297401837,1.486969451,-3.066230747,3.104577529,0.277236653,7.374036901,-312.3098074,4.184814617,132.4266192,109.6801018,2.154226517,586.3522532,0.034229829,2.632857143
control,OFT_trial_5,102,13,-1.608405527,1.586710777,-3.08465865,2.501223235,-0.255801685,0.949048085,-4.486446963,2.162737791,179.7883206,116.1745729,6.632891083,528.4888577,0.031784841,1.278461538
control,OFT_trial_5,102,14,-1.269358645,0.830719645,-2.620933854,0.084359419,0.687309485,1.015461536,-1.38285333,3.70661225,107.0938919,67.93914927,6.399385053,314.8202925,0.004889976,1.93
control,OFT_trial_5,102,15,1.623920151,0.302970445,1.255421197,1.985220742,-0.705558115,0.800843285,-2.454476135,0.191474114,202.9781716,45.20942372,121.6059987,324.6901632,0.002444988,1.02
control,OFT_trial_5,102,16,0.329211411,2.006994817,-3.14113834,3.137533024,-0.335860183,20.88340178,-312.400099,5.165747168,173.3905,119.7804121,3.520382808,568.8215698,0.039119804,1.68625
control,OFT_trial_5,102,17,1.466463373,0.833395172,-0.239232638,2.059749734,-0.365173154,0.54526098,-1.472024293,0.705831921,311.4583433,44.85624176,178.4029689,392.1872004,0.004889976,0.63
control,OFT_trial_5,102,19,-1.354150325,0.623254606,-2.914629781,-0.515114916,-0.490708367,1.317458473,-5.303328031,2.327511651,189.5899933,106.0822626,11.42045826,524.1798202,0.017114914,0.745714286
control,OFT_trial_5,102,20,-0.34130258,1.555290311,-3.138649098,3.128241042,0.093583247,12.8641434,-313.5691821,3.767979761,243.5285988,136.610113,4.393002712,531.3005811,0.017114914,1.714285714
control,OFT_trial_5,102,22,0.809401549,0.199266538,0.544924184,1.31757716,-0.472763761,0.973123808,-2.362888714,1.169684789,102.6275684,57.47467505,4.912566937,227.9438724,0.002444988,1.52
control,OFT_trial_5,102,23,0.232709967,1.339569781,-1.496617293,2.594977854,0.746702686,1.606637465,-1.99003183,5.090986826,318.5526762,162.435102,13.01215275,677.8331228,0.007334963,0.94
control,OFT_trial_5,102,24,-0.348095823,1.297553651,-2.012837005,1.667853146,0.115475689,0.982911335,-1.48734711,3.028658308,242.0751984,130.0614876,26.79392778,545.4137086,0.007334963,1.52
control,OFT_trial_5,102,25,-0.846331599,1.274278164,-2.819752617,0.954477721,-1.138075514,1.861022906,-4.123642503,1.931735114,65.52347707,29.58512306,15.73476905,142.5063829,0.007334963,0.473333333
control,OFT_trial_6,112,0,0.080683815,1.884111955,-3.136992671,3.136773981,-0.134304617,6.658917335,-312.5829814,2.653721983,61.06198519,34.62472532,1.130504832,250.348095,0.097112861,1.216216216
control,OFT_trial_6,112,1,0.01930145,1.892166125,-3.138949644,3.140351854,0.111236584,14.90735987,-314.1177238,314.0879194,61.18089115,58.37038994,0.649735233,423.2487045,0.144356955,1.609818182
control,OFT_trial_6,112,2,-0.66871818,1.452962631,-3.140294247,3.141168583,-0.099673989,12.75175856,-313.8572091,313.8126367,89.69443632,76.61127371,0.407883343,480.0247194,0.149606299,2.125614035
control,OFT_trial_6,112,3,0.120307269,1.967819283,-3.094010033,3.136068354,0.008032511,0.304690838,-2.400141592,2.915100421,35.14383965,21.23986498,0.073706301,225.8101503,0.175853018,1.052835821
control,OFT_trial_6,112,4,-1.195117309,1.732306576,-3.123614215,3.14071766,-0.657766956,15.44748353,-4.182533052,311.5900542,116.9794828,71.96265844,5.828368329,345.4587525,0.036745407,0.59
control,OFT_trial_6,112,5,-0.226010531,1.362493617,-2.29754696,2.006115032,1.0809166,1.041895578,-0.815469544,3.169903341,142.2678103,92.63834912,7.876802028,425.4332325,0.023622047,0.828888889
