group,name,ID,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,frequency,duration
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,17,1.958354906,1.008130675,-0.219743219,3.125875907,0.673534487,0.979897002,-1.595069483,3.551321215,219.072808,68.1476091,70.65934308,458.7733528,0.004415011,1.71
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,18,-2.616588949,0.040868171,-2.642055677,-2.498876548,-0.741461857,0.863796168,-2.639307487,0.004758371,77.14778629,61.25442124,5.419197111,223.0536222,0.002207506,0.32
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,19,-1.142910919,1.484771583,-2.832089377,2.468638749,-1.54161445,1.991988077,-6.016511558,2.49277656,273.9876547,107.9940254,81.61942489,510.5380357,0.013245033,0.593333333
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,20,0.324040043,2.265627687,-3.133882049,3.13783371,-1.680722,30.79146525,-313.8627794,4.680134488,191.7516021,109.6114027,14.8808237,448.1326636,0.006622517,1.386666667
control,pre-induction_OFT_fixed_Trial 3 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,141,21,-1.337693547,0.063343846,-1.425302846,-1.229325807,0.093748948,0.456242448,-0.800689792,0.836898226,79.77976298,51.6609162,10.55497533,217.0681388,0.002207506,0.96
control,pre-induction_OFT_fixed_Trial 4 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,98,0,-0.413898378,1.814661422,-3.140162184,3.137074321,-0.224212661,14.70491435,-313.8085315,313.3061256,81.30229915,64.01109242,1.133928946,478.4414577,0.191011236,1.472647059
control,pre-induction_OFT_fixed_Trial 4 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,98,1,0.722898302,1.984281715,-3.135691126,3.140733966,-0.079411206,13.85485377,-313.1402003,313.8646266,65.22675443,67.77335061,0.278499493,1468.58189,0.134831461,1.700833333
control,pre-induction_OFT_fixed_Trial 4 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,98,2,-0.162681578,1.924766514,-3.138344758,3.141160415,-0.120028069,18.91006779,-313.3336444,313.0958496,115.9189609,98.27286689,1.536965453,546.3455827,0.117977528,2.084761905
control,pre-induction_OFT_fixed_Trial 4 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,98,3,0.459504364,2.265863541,-3.137250201,3.138232538,0.32731017,13.21407221,-314.0132668,313.948246,33.93360995,19.38272903,0.411604738,169.9941819,0.112359551,1.6915
control,pre-induction_OFT_fixed_Trial 4 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,98,4,-0.270115467,1.892823774,-3.134417501,3.132932522,-0.341444348,17.83377928,-4.776227186,313.1642798,182.3660565,117.4611087,9.131338015,629.1005847,0.047752809,1.095294118
control,pre-induction_OFT_fixed_Trial 4 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,98,5,-0.727637657,1.282734008,-3.117762694,1.592730155,0.708861271,1.274693535,-2.490303241,3.622635062,179.6991111,115.5630511,0,549.044755,0.047752809,0.914117647
control,pre-induction_OFT_fixed_Trial 4 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,98,6,-0.78276818,1.638530546,-3.125307689,3.116958205,-0.014513872,20.93624902,-312.1198386,7.366212615,160.653019,118.3734141,8.07127827,649.2635649,0.030898876,0.82
control,pre-induction_OFT_fixed_Trial 4 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,98,7,0.288946248,1.556125619,-3.138631473,3.13188989,1.099863491,28.06304796,-3.32357125,313.4855268,87.04629746,43.06406737,11.94511554,201.7154153,0.008426966,0.84
control,pre-induction_OFT_fixed_Trial 4 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,98,8,-1.442442004,0.372243765,-2.053744116,-0.514820501,-0.73954939,1.128375564,-3.243950173,1.172149257,215.9176455,106.8570534,19.06910286,459.9214476,0.002808989,2.16
control,pre-induction_OFT_fixed_Trial 4 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,98,9,0.635009984,1.932784974,-3.140608892,3.139116957,0.005488933,20.56446882,-313.9561494,313.6254959,152.3974944,109.9818729,1.970229626,482.7960888,0.047752809,2.189411765
